year,status,state,demo,grads
2002,actual,Arizona,white,30039
2003,actual,Arizona,white,25685
2004,actual,Arizona,white,33363
2005,actual,Arizona,white,30551
2006,actual,Arizona,white,30578
2007,actual,Arizona,white,32490
2008,actual,Arizona,white,31895
2009,actual,Arizona,white,29448
2010,actual,Arizona,white,31471.527429679078
2011,projected,Arizona,white,30749.182902706863
2012,projected,Arizona,white,29997.44185586153
2013,projected,Arizona,white,30816.86659404188
2014,projected,Arizona,white,29670.5730622077
2015,projected,Arizona,white,29533.819835454542
2016,projected,Arizona,white,29723.731248707
2017,projected,Arizona,white,29828.59958763896
2018,projected,Arizona,white,29667.04050773558
2019,projected,Arizona,white,29298.03187722401
2020,projected,Arizona,white,29808.06969256699
2021,projected,Arizona,white,29293.196316469835
2022,projected,Arizona,white,29409.85299735509
2023,projected,Arizona,white,29435.09676810847
2024,projected,Arizona,white,29491.909045248372
2025,projected,Arizona,white,29792.907117940813
2026,projected,Arizona,white,28162.18550759346
2027,projected,Arizona,white,27418.844758298263
2028,projected,Arizona,white,26972.408190897324
2029,projected,Arizona,white,26956.0648265953
2030,projected,Arizona,white,26691.49841620631
2031,projected,Arizona,white,26848.070992414217
2000,actual,Arizona,black,2038.272904
2001,actual,Arizona,black,2008
2002,actual,Arizona,black,2240
2003,actual,Arizona,black,2204
2004,actual,Arizona,black,2790
2005,actual,Arizona,black,2703
2006,actual,Arizona,black,2930
2007,actual,Arizona,black,3398
2008,actual,Arizona,black,3519
2009,actual,Arizona,black,3622
2010,actual,Arizona,black,3777.038583900327
2011,projected,Arizona,black,3557.6321879378374
2012,projected,Arizona,black,3406.5386957506207
2013,projected,Arizona,black,3678.564486905642
2014,projected,Arizona,black,3537.9729113181957
2015,projected,Arizona,black,3641.118657417808
2016,projected,Arizona,black,3420.0539913489483
2017,projected,Arizona,black,3507.65797502044
2018,projected,Arizona,black,3388.9652357543227
2019,projected,Arizona,black,3424.7184636697216
2020,projected,Arizona,black,3338.150027935374
2021,projected,Arizona,black,3348.9550805170575
2022,projected,Arizona,black,3257.9768864359294
2023,projected,Arizona,black,3199.142850330833
2024,projected,Arizona,black,3189.383052525811
2025,projected,Arizona,black,3860.117697120266
2026,projected,Arizona,black,3925.5278688154726
2027,projected,Arizona,black,3748.256323224509
2028,projected,Arizona,black,3661.755375561657
2029,projected,Arizona,black,3989.165454884609
2030,projected,Arizona,black,4045.4131888556876
2031,projected,Arizona,black,4258.087697173958
2000,actual,Arizona,amerindian_alaskanative,2868.120927
2001,actual,Arizona,amerindian_alaskanative,2762
2002,actual,Arizona,amerindian_alaskanative,2693
2003,actual,Arizona,amerindian_alaskanative,2571
2004,actual,Arizona,amerindian_alaskanative,4139
2005,actual,Arizona,amerindian_alaskanative,2779
2006,actual,Arizona,amerindian_alaskanative,3154
2007,actual,Arizona,amerindian_alaskanative,3625
2008,actual,Arizona,amerindian_alaskanative,3346
2009,actual,Arizona,amerindian_alaskanative,3370
2010,actual,Arizona,amerindian_alaskanative,3344.8180564611457
2011,projected,Arizona,amerindian_alaskanative,3231.058604115163
2012,projected,Arizona,amerindian_alaskanative,2902.72962311475
2013,projected,Arizona,amerindian_alaskanative,2954.577267678869
2014,projected,Arizona,amerindian_alaskanative,2851.229500520674
2015,projected,Arizona,amerindian_alaskanative,2946.1486329986205
2016,projected,Arizona,amerindian_alaskanative,2962.583317215996
2017,projected,Arizona,amerindian_alaskanative,2798.4296981412817
2018,projected,Arizona,amerindian_alaskanative,2689.1650438390534
2019,projected,Arizona,amerindian_alaskanative,2744.6940478858987
2020,projected,Arizona,amerindian_alaskanative,2707.338269522185
2021,projected,Arizona,amerindian_alaskanative,2747.9449680120297
2022,projected,Arizona,amerindian_alaskanative,2751.2333390720732
2023,projected,Arizona,amerindian_alaskanative,2655.526653162976
2024,projected,Arizona,amerindian_alaskanative,2661.952006524174
2025,projected,Arizona,amerindian_alaskanative,2755.2962595776244
2026,projected,Arizona,amerindian_alaskanative,2645.6933742572546
2027,projected,Arizona,amerindian_alaskanative,2497.2533933537857
2028,projected,Arizona,amerindian_alaskanative,2433.341653881415
2029,projected,Arizona,amerindian_alaskanative,2425.850975646455
2030,projected,Arizona,amerindian_alaskanative,2375.701939646489
2031,projected,Arizona,amerindian_alaskanative,2154.9089818809603
2000,actual,Arizona,asian,1209.368962
2001,actual,Arizona,asian,1286
2002,actual,Arizona,asian,1392
2003,actual,Arizona,asian,1174
2004,actual,Arizona,asian,1590
2005,actual,Arizona,asian,1689
2006,actual,Arizona,asian,1699
2007,actual,Arizona,asian,1878
2008,actual,Arizona,asian,2007
2009,actual,Arizona,asian,1879
2010,actual,Arizona,asian,2137.6159299594506
2011,projected,Arizona,asian,2153.126305240137
2012,projected,Arizona,asian,2359.2898252731015
2013,projected,Arizona,asian,2359.9595867426287
2014,projected,Arizona,asian,2238.970795994306
2015,projected,Arizona,asian,2275.824587766558
2016,projected,Arizona,asian,2338.049823100503
2017,projected,Arizona,asian,2442.56525765806
2018,projected,Arizona,asian,2552.704254528748
2019,projected,Arizona,asian,2438.7377439620695
2020,projected,Arizona,asian,2565.87461595937
2021,projected,Arizona,asian,2631.328315501776
2022,projected,Arizona,asian,2587.5650220712237
2023,projected,Arizona,asian,2537.3805666869885
2024,projected,Arizona,asian,2606.4866258443544
2025,projected,Arizona,asian,2932.6726266918267
2026,projected,Arizona,asian,2832.6822102366305
2027,projected,Arizona,asian,2755.57661833128
2028,projected,Arizona,asian,2855.8127235659626
2029,projected,Arizona,asian,3055.956614779596
2030,projected,Arizona,asian,2985.562057691181
2031,projected,Arizona,asian,2926.014548525629
2000,actual,Arkansas,grand_total,28336
2001,actual,Arkansas,grand_total,28278
2002,actual,Arkansas,grand_total,28906
2003,actual,Arkansas,grand_total,28507
2004,actual,Arkansas,grand_total,27986
2005,actual,Arkansas,grand_total,30177
2006,actual,Arkansas,grand_total,28545
2007,actual,Arkansas,grand_total,30179
2008,actual,Arkansas,grand_total,29387
2009,actual,Arkansas,grand_total,29569
2010,actual,Arkansas,grand_total,29700
2011,projected,Arkansas,grand_total,29807.275147748733
2012,projected,Arkansas,grand_total,30277.745681979195
2013,projected,Arkansas,grand_total,30947.315446219072
2014,projected,Arkansas,grand_total,31214.37020771776
2015,projected,Arkansas,grand_total,31144.024115685344
2016,projected,Arkansas,grand_total,30904.332682663804
2017,projected,Arkansas,grand_total,31125.59325841146
2018,projected,Arkansas,grand_total,31314.727773753413
2019,projected,Arkansas,grand_total,31263.82971410571
2020,projected,Arkansas,grand_total,30835.335577731068
2021,projected,Arkansas,grand_total,30760.030663634432
2022,projected,Arkansas,grand_total,30526.21757253151
2023,projected,Arkansas,grand_total,30583.784446765178
2024,projected,Arkansas,grand_total,32629.797019060723
2025,projected,Arkansas,grand_total,31978.491156904398
2026,projected,Arkansas,grand_total,31099.808531742154
2027,projected,Arkansas,grand_total,29966.408022315183
2028,projected,Arkansas,grand_total,30060.446440635005
2029,projected,Arkansas,grand_total,29935.013980839918
2030,projected,Arkansas,grand_total,29527.42744546572
2031,projected,Arkansas,grand_total,30022.292170707322
2000,actual,Arkansas,private_total,1236
2001,actual,Arkansas,private_total,1294
2002,actual,Arkansas,private_total,1351
2003,actual,Arkansas,private_total,1326
2004,actual,Arkansas,private_total,1365
2005,actual,Arkansas,private_total,1387
2006,actual,Arkansas,private_total,1379
2007,actual,Arkansas,private_total,1454
2008,actual,Arkansas,private_total,1330
2009,actual,Arkansas,private_total,1293
2010,actual,Arkansas,private_total,1495
2011,projected,Arkansas,private_total,1388.2751477487334
2012,projected,Arkansas,private_total,1349.7456819791958
2013,projected,Arkansas,private_total,1393.8227672080739
2014,projected,Arkansas,private_total,1370.100997053761
2015,projected,Arkansas,private_total,1494.2474191647216
2016,projected,Arkansas,private_total,1470.194941637811
2017,projected,Arkansas,private_total,1272.8737836404955
2018,projected,Arkansas,private_total,1212.241411413051
2019,projected,Arkansas,private_total,1282.1811503857791
2020,projected,Arkansas,private_total,1273.2040770764631
2021,projected,Arkansas,private_total,1101.8148999675293
2022,projected,Arkansas,private_total,1072.2105656866568
2023,projected,Arkansas,private_total,1269.4252025178869
2024,projected,Arkansas,private_total,1288.2047222990673
2025,projected,Arkansas,private_total,1243.254656855898
2026,projected,Arkansas,private_total,1192.1655535845618
2027,projected,Arkansas,private_total,1155.9840045191609
2028,projected,Arkansas,private_total,1177.0286922719765
2029,projected,Arkansas,private_total,1166.1148444932833
2030,projected,Arkansas,private_total,1146.3748718601896
2031,projected,Arkansas,private_total,1164.3443944010362
2000,actual,Arkansas,public_total,27100
2001,actual,Arkansas,public_total,26984
2002,actual,Arkansas,public_total,27555
2003,actual,Arkansas,public_total,27181
2004,actual,Arkansas,public_total,26621
2005,actual,Arkansas,public_total,28790
2006,actual,Arkansas,public_total,27166
2007,actual,Arkansas,public_total,28725
2008,actual,Arkansas,public_total,28057
2009,actual,Arkansas,public_total,28276
2010,actual,Arkansas,public_total,28205
2011,projected,Arkansas,public_total,28419
2012,projected,Arkansas,public_total,28928
2013,projected,Arkansas,public_total,29553.492679011
2014,projected,Arkansas,public_total,29844.269210664
2015,projected,Arkansas,public_total,29649.77669652062
2016,projected,Arkansas,public_total,29434.137741025992
2017,projected,Arkansas,public_total,29852.719474770965
2018,projected,Arkansas,public_total,30102.48636234036
2019,projected,Arkansas,public_total,29981.64856371993
2020,projected,Arkansas,public_total,29562.131500654606
2021,projected,Arkansas,public_total,29658.215763666904
2022,projected,Arkansas,public_total,29454.007006844855
2023,projected,Arkansas,public_total,29314.35924424729
2024,projected,Arkansas,public_total,31341.592296761657
2025,projected,Arkansas,public_total,30735.2365000485
2026,projected,Arkansas,public_total,29907.642978157593
2027,projected,Arkansas,public_total,28810.424017796024
2028,projected,Arkansas,public_total,28883.41774836303
2029,projected,Arkansas,public_total,28768.899136346634
2030,projected,Arkansas,public_total,28381.05257360553
2031,projected,Arkansas,public_total,28857.947776306286
2000,actual,Arkansas,hispanic,528
2001,actual,Arkansas,hispanic,626
2002,actual,Arkansas,hispanic,788
2003,actual,Arkansas,hispanic,795
2004,actual,Arkansas,hispanic,998
2005,actual,Arkansas,hispanic,1183
2006,actual,Arkansas,hispanic,1121
2007,actual,Arkansas,hispanic,1421
2008,actual,Arkansas,hispanic,1599
2009,actual,Arkansas,hispanic,1849
2010,actual,Arkansas,hispanic,2096
2011,projected,Arkansas,hispanic,2220
2012,projected,Arkansas,hispanic,2413
2013,projected,Arkansas,hispanic,2576.1758097398847
2014,projected,Arkansas,hispanic,2793.6988205093808
2015,projected,Arkansas,hispanic,2954.829664022695
2016,projected,Arkansas,hispanic,3024.186434334612
2017,projected,Arkansas,hispanic,3307.7543893168386
2018,projected,Arkansas,hispanic,3430.6791231300635
2019,projected,Arkansas,hispanic,3773.0392308370283
2020,projected,Arkansas,hispanic,3926.5445532536423
2021,projected,Arkansas,hispanic,4079.0718421691327
2022,projected,Arkansas,hispanic,4175.232528604369
2023,projected,Arkansas,hispanic,4479.161527628667
2024,projected,Arkansas,hispanic,4884.058158286625
2025,projected,Arkansas,hispanic,4756.257726459677
2026,projected,Arkansas,hispanic,4552.505572785826
2027,projected,Arkansas,hispanic,4322.351777621142
2028,projected,Arkansas,hispanic,4232.134328973753
2029,projected,Arkansas,hispanic,4150.715503767358
2030,projected,Arkansas,hispanic,4134.095112763098
2031,projected,Arkansas,hispanic,4128.507414093212
2000,actual,Arkansas,white,20454
2001,actual,Arkansas,white,20138
2002,actual,Arkansas,white,20559
2003,actual,Arkansas,white,20276
2004,actual,Arkansas,white,19563
2005,actual,Arkansas,white,21017
2006,actual,Arkansas,white,19449
2007,actual,Arkansas,white,20474
2008,actual,Arkansas,white,19872
2009,actual,Arkansas,white,19692.659199355203
2010,actual,Arkansas,white,19284.833981787848
2011,projected,Arkansas,white,19504.936997475943
2012,projected,Arkansas,white,19714.71854910163
2013,projected,Arkansas,white,20054.164921990796
2014,projected,Arkansas,white,19989.0133374385
2015,projected,Arkansas,white,19689.6258482678
2016,projected,Arkansas,white,19766.082813337438
2017,projected,Arkansas,white,19667.202973390496
2018,projected,Arkansas,white,19777.632544634416
2019,projected,Arkansas,white,19485.594879117776
2020,projected,Arkansas,white,19170.41344553851
2021,projected,Arkansas,white,19146.28456751708
2022,projected,Arkansas,white,18848.785020514108
2023,projected,Arkansas,white,18644.7724308283
2024,projected,Arkansas,white,19600.910715391932
2025,projected,Arkansas,white,19218.11630036262
2026,projected,Arkansas,white,18926.48286746539
2027,projected,Arkansas,white,18263.012438116286
2028,projected,Arkansas,white,18362.081816608064
2029,projected,Arkansas,white,18110.622464453023
2030,projected,Arkansas,white,17664.272207311707
2031,projected,Arkansas,white,18104.226088657066
2000,actual,Arkansas,black,5697
2001,actual,Arkansas,black,5779
2002,actual,Arkansas,black,5747
2003,actual,Arkansas,black,5596
2004,actual,Arkansas,black,5509
2005,actual,Arkansas,black,5951
2006,actual,Arkansas,black,5534
2007,actual,Arkansas,black,6132
2008,actual,Arkansas,black,5939
2009,actual,Arkansas,black,6003.607987227972
2010,actual,Arkansas,black,6074.647100644642
2011,projected,Arkansas,black,6028.320648959833
2012,projected,Arkansas,black,6096.824834208531
2013,projected,Arkansas,black,6162.4477317477895
2014,projected,Arkansas,black,6210.774403027633
2015,projected,Arkansas,black,6167.662305212844
2016,projected,Arkansas,black,5839.739112237292
2017,projected,Arkansas,black,6021.497825296341
2018,projected,Arkansas,black,6051.514413900198
2019,projected,Arkansas,black,5945.566844254443
2020,projected,Arkansas,black,5658.085272757719
2021,projected,Arkansas,black,5628.5713309787225
2022,projected,Arkansas,black,5651.866257404401
2023,projected,Arkansas,black,5510.709785145481
2024,projected,Arkansas,black,6101.1366670228945
2025,projected,Arkansas,black,6068.816310950006
2026,projected,Arkansas,black,5747.312334993214
2027,projected,Arkansas,black,5501.063591356731
2028,projected,Arkansas,black,5362.813025107699
2029,projected,Arkansas,black,5453.440503878495
2030,projected,Arkansas,black,5429.248471397697
2031,projected,Arkansas,black,5414.136157818951
